ΧάΌΫΈρ,µ¥ΌΫ,µΨ¶Ξ,·ΏΞέ»§ΠΝ,ΛωΤΪΒ¥²γ,½¨ΦώΓζ»ύ,»§ΠΝ½αΉΉ,Χ°ΠήΗιΏφ
1910,57166,"['»³Θα', '»³Θα']",9Κ4Μό3³ψ9Ξΐ,µΧ²γ ,334.12,Έ΄Κ½,ΖδΛϋ
245,27302,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,¶¥²γ ,89.74,Έ΄Κ½,ΖδΛϋ
365,21498,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ2Ξΐ,¶¥²γ ,169.79,Έ΄Κ½,ΌςΧ°
830,26230,"['»³Θα', '»³Θα']",6Κ1Μό1³ψ4Ξΐ,µΧ²γ ,316.44,Έ΄Κ½,Γ«Εχ
499,23570,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ3Ξΐ,¶¥²γ ,211.71,Έ΄Κ½,ΖδΛϋ
439,35017,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,125.37,Ζ½²γ,ΖδΛϋ
820,23703,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΨΟΒΚ ,345.96,Έ΄Κ½,ΖδΛϋ
639,39126,"['»³Θα', '»³Θα']",6Κ1Μό1³ψ2Ξΐ,µΧ²γ ,163.32,Έ΄Κ½,Ύ«Χ°
4200,98118,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ3Ξΐ,µΧ²γ ,428.06,Έ΄Κ½,Γ«Εχ
499,37855,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,131.82,Ζ½²γ,ΖδΛϋ
320,13979,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ2Ξΐ,¶¥²γ ,228.93,Έ΄Κ½,ΖδΛϋ
360,27040,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,133.14,Ζ½²γ,ΌςΧ°
325,27738,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,117.17,Ζ½²γ,Ύ«Χ°
850,24662,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,344.67,Έ΄Κ½,Γ«Εχ
1160,26340,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,440.41,Έ΄Κ½,ΖδΛϋ
678,23281,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,291.23,Έ΄Κ½,ΖδΛϋ
305,30334,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,100.55,Ζ½²γ,ΌςΧ°
530,37233,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,142.35,Ζ½²γ,Ύ«Χ°
460,29079,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,158.19,Έ΄Κ½,Γ«Εχ
300,26279,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,114.16,Ζ½²γ,Ύ«Χ°
618,24562,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ3Ξΐ,µΧ²γ ,251.61,Έ΄Κ½,Ύ«Χ°
780,24668,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ4Ξΐ,µΧ²γ ,316.21,Έ΄Κ½,ΖδΛϋ
323,36370,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,88.81,Έ΄Κ½,Ύ«Χ°
350,31340,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ3Ξΐ,¶¥²γ ,111.68,Έ΄Κ½,Ύ«Χ°
1099,52822,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,208.06,Έ΄Κ½,ΖδΛϋ
399,23962,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,166.52,Ζ½²γ,ΖδΛϋ
350,25978,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,134.73,Ζ½²γ,ΖδΛϋ
1500,42125,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ3Ξΐ,µΧ²γ ,356.09,Έ΄Κ½,Γ«Εχ
395,29555,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,133.65,Ζ½²γ,Ύ«Χ°
280,26431,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,105.94,Ζ½²γ,ΌςΧ°
320,27078,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΧ²γ ,118.18,Ζ½²γ,Ύ«Χ°
730,37209,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,196.19,Ζ½²γ,Γ«Εχ
415,25852,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,160.53,Ζ½²γ,Ύ«Χ°
345,38608,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,89.36,Έ΄Κ½,Ύ«Χ°
450,24788,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,181.54,Ζ½²γ,ΖδΛϋ
365,27494,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,132.76,Ζ½²γ,ΌςΧ°
560,39546,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,141.61,Ζ½²γ,ΖδΛϋ
595,21752,"['»³Θα', '»³Θα']",5Κ4Μό1³ψ4Ξΐ,µΧ²γ ,273.55,Έ΄Κ½,ΌςΧ°
209,25488,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,82.0,Ζ½²γ,ΌςΧ°
875,25294,"['»³Θα', '»³Θα']",6Κ3Μό1³ψ4Ξΐ,µΧ²γ ,345.94,Έ΄Κ½,Ύ«Χ°
848,23426,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,362.0,Έ΄Κ½,ΌςΧ°
325,27660,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ1Ξΐ,¶¥²γ ,117.5,Ζ½²γ,ΌςΧ°
325,24497,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΝΒ¥²γ ,132.67,Ζ½²γ,Ύ«Χ°
560,29394,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,ΈίΒ¥²γ ,190.52,Έ΄Κ½,Γ«Εχ
370,28716,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,128.85,Έ΄Κ½,Ύ«Χ°
278,25315,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΧ²γ ,109.82,Ζ½²γ,ΌςΧ°
345,24993,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,138.04,Ζ½²γ,Ύ«Χ°
235,23282,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,100.94,Ζ½²γ,Ύ«Χ°
270,27320,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,98.83,Ζ½²γ,ΌςΧ°
178,31355,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,56.77,Ζ½²γ,ΖδΛϋ
248,27158,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,91.32,Ζ½²γ,ΌςΧ°
298,33578,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,µΧ²γ ,88.75,Ζ½²γ,ΖδΛϋ
219,28277,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,77.45,Ζ½²γ,Ύ«Χ°
220,38455,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΧ²γ ,57.21,Ζ½²γ,ΖδΛϋ
258,28885,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,89.32,Ζ½²γ,ΌςΧ°
345,27825,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,123.99,Ζ½²γ,ΖδΛϋ
210,36548,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,57.46,Ζ½²γ,ΖδΛϋ
228,29657,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,76.88,Ζ½²γ,Ύ«Χ°
325,36587,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,88.83,Ζ½²γ,ΖδΛϋ
315,26587,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,118.48,Ζ½²γ,ΖδΛϋ
215,28663,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,75.01,Ζ½²γ,ΌςΧ°
260,28960,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,89.78,Ζ½²γ,ΖδΛϋ
565,29534,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ3Ξΐ,ΈίΒ¥²γ ,191.31,Έ΄Κ½,Ύ«Χ°
500,41940,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,119.22,Έ΄Κ½,Ύ«Χ°
535,37804,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,141.52,Ζ½²γ,ΌςΧ°
560,40167,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,139.42,Ζ½²γ,Ύ«Χ°
785,29060,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,270.14,Έ΄Κ½,Ύ«Χ°
300,31277,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,95.92,Έ΄Κ½,Ύ«Χ°
580,35410,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,163.8,Έ΄Κ½,Ύ«Χ°
470,30818,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,ΦΠΒ¥²γ ,152.51,Ζ½²γ,Ύ«Χ°
440,26953,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,163.25,Έ΄Κ½,Ύ«Χ°
203,18042,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,112.52,Έ΄Κ½,ΌςΧ°
560,39420,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,142.06,Ζ½²γ,ΌςΧ°
515,30172,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,170.69,Έ΄Κ½,Ύ«Χ°
198,23224,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,85.26,Ζ½²γ,ΌςΧ°
300,32196,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,93.18,Ζ½²γ,ΌςΧ°
368,25341,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΝΒ¥²γ ,145.22,Ζ½²γ,Ύ«Χ°
235,25475,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,92.25,Ζ½²γ,ΖδΛϋ
199,24900,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,79.92,Ζ½²γ,ΌςΧ°
335,31536,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,106.23,Ζ½²γ,ΖδΛϋ
480,37562,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΧ²γ ,127.79,Ζ½²γ,Ύ«Χ°
355,32647,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,108.74,Ζ½²γ,ΖδΛϋ
170,20659,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΧ²γ ,82.29,Ζ½²γ,ΖδΛϋ
185,27412,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,67.49,Ζ½²γ,ΖδΛϋ
188,23678,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,79.4,Ζ½²γ,ΖδΛϋ
210,26879,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,78.13,Ζ½²γ,Ύ«Χ°
240,31464,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΧ²γ ,76.28,Ζ½²γ,ΖδΛϋ
148,27221,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,54.37,Ζ½²γ,ΖδΛϋ
325,33774,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,96.23,Ζ½²γ,ΖδΛϋ
198,22697,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,87.24,Ζ½²γ,ΖδΛϋ
175,23030,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,75.99,Ζ½²γ,ΌςΧ°
150,22717,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,66.03,Ζ½²γ,ΌςΧ°
125,18957,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,65.94,Ζ½²γ,ΌςΧ°
167,22114,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,75.52,Ζ½²γ,Ύ«Χ°
375,34868,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,107.55,Ζ½²γ,Ύ«Χ°
155,26592,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,58.29,Ζ½²γ,ΖδΛϋ
142,20592,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,68.96,Ζ½²γ,Ύ«Χ°
238,27138,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,87.7,Ζ½²γ,ΌςΧ°
194,21870,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,¶¥²γ ,88.71,Ζ½²γ,ΖδΛϋ
215,25755,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,83.48,Ζ½²γ,ΖδΛϋ
267,25024,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,106.7,Ζ½²γ,Ύ«Χ°
450,21722,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,¶¥²γ ,207.17,Έ΄Κ½,ΖδΛϋ
515,35892,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,143.49,Ζ½²γ,ΌςΧ°
425,31805,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,133.63,Ζ½²γ,ΖδΛϋ
729,34776,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΧ²γ ,209.63,Έ΄Κ½,Γ«Εχ
350,30343,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,115.35,Ζ½²γ,ΖδΛϋ
500,35321,"['»³Θα', '»³Θα']",3Κ3Μό1³ψ2Ξΐ,¶¥²γ ,141.56,Έ΄Κ½,ΖδΛϋ
850,33866,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,¶¥²γ ,250.99,Έ΄Κ½,Ύ«Χ°
2100,27803,"['»³Θα', '»³Θα']",6Κ6Μό2³ψ6Ξΐ,µΧ²γ ,755.32,Έ΄Κ½,ΖδΛϋ
376,31457,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,119.53,Ζ½²γ,ΖδΛϋ
710,35033,"['»³Θα', '»³Θα']",4Κ1Μό1³ψ2Ξΐ,µΧ²γ ,202.67,Έ΄Κ½,Ύ«Χ°
429,27158,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,157.97,Έ΄Κ½,ΖδΛϋ
599,27653,"['»³Θα', '»³Θα']",6Κ2Μό1³ψ4Ξΐ,µΧ²γ ,216.62,Έ΄Κ½,ΖδΛϋ
310,28504,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΧ²γ ,108.76,Ζ½²γ,ΌςΧ°
850,33026,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,¶¥²γ ,257.38,Έ΄Κ½,Ύ«Χ°
535,25886,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ3Ξΐ,¶¥²γ ,206.68,Έ΄Κ½,ΖδΛϋ
589,41450,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,142.1,Ζ½²γ,ΌςΧ°
635,27365,"['»³Θα', '»³Θα']",5Κ4Μό1³ψ3Ξΐ,ΦΠΒ¥²γ ,232.05,Έ΄Κ½,Ύ«Χ°
430,33534,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,128.23,Έ΄Κ½,ΖδΛϋ
1280,25936,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ4Ξΐ,µΧ²γ ,493.53,Έ΄Κ½,ΖδΛϋ
248,22953,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,108.05,Ζ½²γ,Ύ«Χ°
526,26806,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ2Ξΐ,¶¥²γ ,196.23,Έ΄Κ½,ΖδΛϋ
778,39455,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ2Ξΐ,µΧ²γ ,197.19,Έ΄Κ½,ΌςΧ°
498,40194,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,123.9,Έ΄Κ½,Ύ«Χ°
798,31068,"['»³Θα', '»³Θα']",4Κ3Μό2³ψ1Ξΐ,ΦΠΒ¥²γ ,256.86,Έ΄Κ½,Ύ«Χ°
660,22705,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ2Ξΐ,µΧ²γ ,290.69,Έ΄Κ½,Ύ«Χ°
350,24079,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,145.36,Ζ½²γ,ΌςΧ°
385,27881,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ3Ξΐ,¶¥²γ ,138.09,Έ΄Κ½,ΖδΛϋ
370,32405,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,114.18,Ζ½²γ,Ύ«Χ°
268,28040,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,95.58,Ζ½²γ,ΖδΛϋ
580,30865,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,187.92,Ζ½²γ,Ύ«Χ°
350,28465,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,122.96,Ζ½²γ,ΌςΧ°
499,25533,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,195.44,Ζ½²γ,ΖδΛϋ
388,27162,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,142.85,Ζ½²γ,ΖδΛϋ
368,27869,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,132.05,Ζ½²γ,Ύ«Χ°
2170,89967,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,241.2,Έ΄Κ½,ΖδΛϋ
410,35112,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,116.77,Έ΄Κ½,ΖδΛϋ
390,28928,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,134.82,Ζ½²γ,ΖδΛϋ
525,34956,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,150.19,Ζ½²γ,Ύ«Χ°
369,31493,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,117.17,Ζ½²γ,ΖδΛϋ
400,33676,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,118.78,Ζ½²γ,ΌςΧ°
829,24552,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,337.66,Έ΄Κ½,Ύ«Χ°
320,30793,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,103.92,Ζ½²γ,ΌςΧ°
500,31520,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ3Ξΐ,¶¥²γ ,158.63,Έ΄Κ½,ΌςΧ°
304,33741,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,¶¥²γ ,90.1,Έ΄Κ½,Ύ«Χ°
628,21731,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ3Ξΐ,µΧ²γ ,289.0,Έ΄Κ½,ΌςΧ°
340,29430,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,115.53,Ζ½²γ,Ύ«Χ°
550,32016,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ3Ξΐ,¶¥²γ ,171.79,Έ΄Κ½,ΖδΛϋ
750,37273,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΧ²γ ,201.22,Έ΄Κ½,ΖδΛϋ
299,25801,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,115.89,Ζ½²γ,Ύ«Χ°
309,39570,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,78.09,Έ΄Κ½,Ύ«Χ°
270,22456,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,120.24,Ζ½²γ,Ύ«Χ°
345,27545,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,125.25,Ζ½²γ,ΖδΛϋ
685,49968,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,137.09,Ζ½²γ,ΌςΧ°
826,42103,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,196.19,Ζ½²γ,Ύ«Χ°
528,37121,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,142.24,Ζ½²γ,Ύ«Χ°
430,27604,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,155.78,Ζ½²γ,Ύ«Χ°
320,21249,"['»³Θα', '»³ΘαΖδΛό']",5Κ1Μό1³ψ2Ξΐ,µΧ²γ ,150.6,Ζ½²γ,Ύ«Χ°
375,31013,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ2Ξΐ,µΧ²γ ,120.92,Ζ½²γ,Ύ«Χ°
433,27635,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ2Ξΐ,¶¥²γ ,156.69,Έ΄Κ½,ΖδΛϋ
290,18679,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,155.26,Ζ½²γ,Ύ«Χ°
570,40198,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,141.8,Ζ½²γ,ΌςΧ°
365,30583,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,119.35,Ζ½²γ,ΖδΛϋ
640,41262,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,155.11,Ζ½²γ,Ύ«Χ°
390,30135,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,129.42,Ζ½²γ,ΌςΧ°
648,27647,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,234.39,Έ΄Κ½,Ύ«Χ°
