ΧάΌΫΈρ,µ¥ΌΫ,µΨ¶Ξ,·ΏΞέ»§ΠΝ,ΛωΤΪΒ¥²γ,½¨ΦώΓζ»ύ,»§ΠΝ½αΉΉ,Χ°ΠήΗιΏφ
577,33236,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΧ²γ ,173.61,Έ΄Κ½,Ύ«Χ°
1677,42482,"['»³Θα', '»³Θα']",7Κ3Μό1³ψ4Ξΐ,µΧ²γ ,394.76,Έ΄Κ½,Ύ«Χ°
430,32220,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,133.46,Ζ½²γ,Ύ«Χ°
300,19080,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,157.24,Ζ½²γ,ΖδΛϋ
280,17445,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,160.51,Ζ½²γ,ΖδΛϋ
252,30366,"['»³Θα', '»³ΘαΖδΛό']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,82.99,Ζ½²γ,ΌςΧ°
380,33226,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΧ²γ ,114.37,Ζ½²γ,Ύ«Χ°
329,27743,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,118.59,Ζ½²γ,ΌςΧ°
1490,38823,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ2Ξΐ,µΧ²γ ,383.8,Έ΄Κ½,Ύ«Χ°
292,26248,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,111.25,Ζ½²γ,Ύ«Χ°
380,27072,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,140.37,Ζ½²γ,ΌςΧ°
378,25659,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,147.32,Έ΄Κ½,ΌςΧ°
330,20147,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,163.8,Έ΄Κ½,ΖδΛϋ
352,27443,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,128.27,Ζ½²γ,ΖδΛϋ
521,26766,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,194.65,Ζ½²γ,ΖδΛϋ
950,30430,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,312.2,Έ΄Κ½,ΖδΛϋ
420,26633,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,157.7,Έ΄Κ½,ΖδΛϋ
340,26406,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,128.76,Έ΄Κ½,ΌςΧ°
206,18308,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,112.52,Έ΄Κ½,ΌςΧ°
325,28557,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,113.81,Ζ½²γ,Ύ«Χ°
290,12668,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ2Ξΐ,¶¥²γ ,228.93,Έ΄Κ½,ΖδΛϋ
905,43418,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,208.44,Έ΄Κ½,Ύ«Χ°
450,27932,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,161.11,Ζ½²γ,ΖδΛϋ
550,35969,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,152.91,Ζ½²γ,ΖδΛϋ
589,43562,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,135.21,Έ΄Κ½,Ύ«Χ°
715,38868,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,183.96,Ζ½²γ,ΌςΧ°
890,25726,"['»³Θα', '»³Θα']",4Κ4Μό1³ψ4Ξΐ,µΧ²γ ,345.96,Έ΄Κ½,ΖδΛϋ
380,32816,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,115.8,Ζ½²γ,ΖδΛϋ
435,37433,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,116.21,Ζ½²γ,ΖδΛϋ
380,27987,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,135.78,Ζ½²γ,ΌςΧ°
322,28293,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,113.81,Ζ½²γ,ΖδΛϋ
358,28312,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,126.45,Ζ½²γ,ΖδΛϋ
320,24698,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,129.57,Ζ½²γ,ΖδΛϋ
220,24516,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,89.74,Έ΄Κ½,ΖδΛϋ
289,20311,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,142.29,Ζ½²γ,Ύ«Χ°
355,29951,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ1Ξΐ,µΝΒ¥²γ ,118.53,Ζ½²γ,ΖδΛϋ
1180,60448,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,195.21,Έ΄Κ½,Ύ«Χ°
570,29447,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,ΈίΒ¥²γ ,193.57,Έ΄Κ½,Ύ«Χ°
249,31519,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,79.0,Έ΄Κ½,Ύ«Χ°
580,19783,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ3Ξΐ,µΧ²γ ,293.19,Έ΄Κ½,ΌςΧ°
275,23920,"['»³Θα', '»³Θα']",4Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,114.97,Ζ½²γ,ΌςΧ°
700,37980,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,184.31,Ζ½²γ,ΖδΛϋ
280,27422,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,102.11,Ζ½²γ,Ύ«Χ°
640,31293,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ3Ξΐ,µΧ²γ ,204.52,Έ΄Κ½,Ύ«Χ°
410,34594,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,¶¥²γ ,118.52,Έ΄Κ½,ΖδΛϋ
305,27208,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,112.1,Ζ½²γ,ΖδΛϋ
830,36044,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,ΦΠΒ¥²γ ,230.28,Ζ½²γ,Ύ«Χ°
1560,54224,"['»³Θα', '»³Θα']",6Κ3Μό1³ψ3Ξΐ,µΧ²γ ,287.7,Έ΄Κ½,ΖδΛϋ
438,26112,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,167.74,Έ΄Κ½,ΖδΛϋ
798,28251,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,282.47,Έ΄Κ½,ΌςΧ°
730,30211,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,241.64,Έ΄Κ½,Ύ«Χ°
605,41875,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,144.48,Ζ½²γ,ΖδΛϋ
315,28564,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,110.28,Ζ½²γ,ΖδΛϋ
315,30231,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,104.2,Ζ½²γ,Ύ«Χ°
570,36749,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,155.11,Ζ½²γ,ΖδΛϋ
388,29426,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,131.86,Ζ½²γ,ΖδΛϋ
230,14793,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,155.48,Έ΄Κ½,ΌςΧ°
300,24349,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,123.21,Ζ½²γ,ΖδΛϋ
660,26565,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΧ²γ ,248.45,Έ΄Κ½,ΖδΛϋ
330,24330,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,135.64,Ζ½²γ,ΖδΛϋ
335,28249,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,118.59,Ζ½²γ,Ύ«Χ°
539,38119,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,141.4,Ζ½²γ,ΖδΛϋ
395,25357,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,155.78,Ζ½²γ,Γ«Εχ
395,39226,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,100.7,Ζ½²γ,ΖδΛϋ
620,27761,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,223.34,Έ΄Κ½,ΌςΧ°
248,15951,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,155.48,Ζ½²γ,ΖδΛϋ
665,36941,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,180.02,Έ΄Κ½,ΌςΧ°
700,42974,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,162.89,Έ΄Κ½,ΖδΛϋ
333,33053,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,¶¥²γ ,100.75,Έ΄Κ½,Ύ«Χ°
2090,38158,"['»³Θα', '»³Θα']",7Κ2Μό1³ψ6Ξΐ,µΧ²γ ,547.73,Έ΄Κ½,Ύ«Χ°
300,23134,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,129.68,Ζ½²γ,ΖδΛϋ
1300,51676,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,251.57,Έ΄Κ½,ΖδΛϋ
399,32186,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,123.97,Ζ½²γ,ΖδΛϋ
280,25812,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,108.48,Ζ½²γ,ΖδΛϋ
470,39390,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,119.32,Ζ½²γ,Ύ«Χ°
335,38025,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,88.1,Έ΄Κ½,ΌςΧ°
540,38117,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,¶¥²γ ,141.67,Ζ½²γ,ΌςΧ°
438,25998,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,168.48,Έ΄Κ½,Ύ«Χ°
460,34499,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,133.34,Ζ½²γ,Ύ«Χ°
245,21216,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,115.48,Ζ½²γ,Ύ«Χ°
529,37299,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,141.83,Ζ½²γ,Ύ«Χ°
485,29020,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,167.13,Ζ½²γ,ΖδΛϋ
800,30615,"['»³Θα', '»³Θα']",7Κ2Μό1³ψ3Ξΐ,µΧ²γ ,261.31,Έ΄Κ½,ΖδΛϋ
355,27384,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΧ²γ ,129.64,Ζ½²γ,ΌςΧ°
380,30076,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,126.35,Ζ½²γ,ΖδΛϋ
395,33932,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,116.41,Ζ½²γ,Ύ«Χ°
260,23388,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΝΒ¥²γ ,111.17,Ζ½²γ,Ύ«Χ°
450,26636,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,168.95,Έ΄Κ½,ΌςΧ°
900,27329,"['»³Θα', '»³Θα']",6Κ3Μό1³ψ3Ξΐ,µΧ²γ ,329.33,Έ΄Κ½,Ύ«Χ°
325,25018,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,129.91,Έ΄Κ½,ΌςΧ°
560,22907,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,244.47,Έ΄Κ½,ΌςΧ°
450,32730,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,137.49,Ζ½²γ,Ύ«Χ°
360,30278,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,118.9,Ζ½²γ,Ύ«Χ°
710,45774,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,155.11,Ζ½²γ,Ύ«Χ°
456,24874,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ3Ξΐ,¶¥²γ ,183.33,Έ΄Κ½,ΌςΧ°
700,25104,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,278.85,Έ΄Κ½,ΌςΧ°
470,34733,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,135.32,Ζ½²γ,Ύ«Χ°
550,41094,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,133.84,Ζ½²γ,Ύ«Χ°
490,38507,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,127.25,Ζ½²γ,ΖδΛϋ
530,41651,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,127.25,Ζ½²γ,Ύ«Χ°
499,38447,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,129.79,Ζ½²γ,Ύ«Χ°
1800,60857,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ2Ξΐ,¶¥²γ ,295.78,Έ΄Κ½,Ύ«Χ°
438,32368,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,135.32,Ζ½²γ,Ύ«Χ°
1029,62413,"['»³Θα', '»³Θα']",5Κ4Μό1³ψ3Ξΐ,µΧ²γ ,164.87,Έ΄Κ½,Ύ«Χ°
245,29730,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,82.41,Ζ½²γ,Ύ«Χ°
1250,64357,"['»³Θα', '»³Θα']",5Κ2Μό2³ψ4Ξΐ,µΧ²γ ,194.23,Έ΄Κ½,ΖδΛϋ
360,23181,"['»³Θα', '»³Θα']",3Κ3Μό1³ψ2Ξΐ,¶¥²γ ,155.3,Έ΄Κ½,ΖδΛϋ
660,28818,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,229.03,Έ΄Κ½,ΖδΛϋ
298,24549,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,121.39,Ζ½²γ,ΌςΧ°
310,30770,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,100.75,Ζ½²γ,ΖδΛϋ
610,30199,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,202.0,Έ΄Κ½,Ύ«Χ°
380,31026,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,122.48,Ζ½²γ,ΌςΧ°
399,20077,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,198.74,Έ΄Κ½,Ύ«Χ°
482,37897,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,127.19,Ζ½²γ,ΌςΧ°
310,24793,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,125.04,Έ΄Κ½,ΖδΛϋ
900,30907,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,291.2,Έ΄Κ½,ΖδΛϋ
700,42840,"['»³Θα', '»³Θα']",4Κ1Μό1³ψ3Ξΐ,µΧ²γ ,163.4,Έ΄Κ½,Ύ«Χ°
480,33315,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,144.08,Ζ½²γ,Ύ«Χ°
980,30876,"['»³Θα', '»³Θα']",6Κ2Μό1³ψ5Ξΐ,µΧ²γ ,317.4,Έ΄Κ½,ΖδΛϋ
718,24655,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,291.23,Έ΄Κ½,Ύ«Χ°
699,28924,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ4Ξΐ,µΧ²γ ,241.67,Έ΄Κ½,Ύ«Χ°
172,22635,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,75.99,Έ΄Κ½,Ύ«Χ°
350,42574,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,82.21,Ζ½²γ,Ύ«Χ°
540,38298,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,141.0,Ζ½²γ,ΌςΧ°
4300,64391,"['»³Θα', '»³Θα']",13Κ4Μό1³ψ12Ξΐ,µΧ²γ ,667.8,Έ΄Κ½,ΖδΛϋ
280,26076,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,107.38,Έ΄Κ½,ΖδΛϋ
880,29799,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,295.32,Έ΄Κ½,ΖδΛϋ
560,31131,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,179.89,Ζ½²γ,Ύ«Χ°
460,28977,"['»³Θα', '»³Θα']",3Κ4Μό1³ψ2Ξΐ,¶¥²γ ,158.75,Έ΄Κ½,Ύ«Χ°
730,24407,"['»³Θα', '»³Θα']",6Κ2Μό1³ψ3Ξΐ,µΧ²γ ,299.1,Έ΄Κ½,ΖδΛϋ
370,24781,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,149.31,Ζ½²γ,Ύ«Χ°
735,36406,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ3Ξΐ,µΧ²γ ,201.89,Έ΄Κ½,Ύ«Χ°
400,32447,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΧ²γ ,123.28,Ζ½²γ,ΖδΛϋ
270,26240,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,102.9,Ζ½²γ,ΖδΛϋ
870,42156,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,206.38,Έ΄Κ½,Ύ«Χ°
270,24890,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,108.48,Ζ½²γ,ΖδΛϋ
420,32805,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,128.03,Ζ½²γ,Ύ«Χ°
455,33852,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,134.41,Ζ½²γ,Ύ«Χ°
720,35291,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΧ²γ ,204.02,Έ΄Κ½,Ύ«Χ°
360,30066,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,119.74,Ζ½²γ,Ύ«Χ°
535,27422,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,µΧ²γ ,195.1,Ζ½²γ,ΖδΛϋ
398,29315,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΧ²γ ,135.77,Ζ½²γ,ΌςΧ°
780,32688,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,ΦΠΒ¥²γ ,238.62,Έ΄Κ½,ΖδΛϋ
215,19598,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,109.71,Έ΄Κ½,ΌςΧ°
238,22027,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,108.05,Ζ½²γ,ΖδΛϋ
323,28446,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,113.55,Ζ½²γ,ΌςΧ°
310,25935,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,119.53,Ζ½²γ,ΌςΧ°
316,26935,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,117.32,Ζ½²γ,Ύ«Χ°
410,26933,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,¶¥²γ ,152.23,Ζ½²γ,ΖδΛϋ
880,26062,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ3Ξΐ,µΨΟΒΚ ,337.66,Έ΄Κ½,ΖδΛϋ
998,30732,"['»³Θα', '»³Θα']",4Κ3Μό1³ψ4Ξΐ,µΧ²γ ,324.75,Έ΄Κ½,ΖδΛϋ
360,26969,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΝΒ¥²γ ,133.49,Ζ½²γ,ΌςΧ°
295,29474,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,100.09,Ζ½²γ,ΌςΧ°
599,23543,"['»³Θα', '»³Θα']",5Κ4Μό1³ψ3Ξΐ,µΧ²γ ,254.43,Έ΄Κ½,Ύ«Χ°
335,26002,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,128.84,Ζ½²γ,ΌςΧ°
255,25045,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,101.82,Ζ½²γ,Ύ«Χ°
333,28636,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,116.29,Ζ½²γ,Ύ«Χ°
520,30770,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,169.0,Έ΄Κ½,Ύ«Χ°
550,35553,"['»³Θα', '»³Θα']",6Κ2Μό1³ψ3Ξΐ,ΈίΒ¥²γ ,154.7,Έ΄Κ½,Ύ«Χ°
266,28498,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,93.34,Έ΄Κ½,ΌςΧ°
599,25014,"['»³Θα', '»³Θα']",6Κ3Μό1³ψ3Ξΐ,¶¥²γ ,239.47,Έ΄Κ½,ΖδΛϋ
498,35722,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,139.41,Ζ½²γ,Ύ«Χ°
245,22289,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,109.92,Έ΄Κ½,Ύ«Χ°
370,26762,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΝΒ¥²γ ,138.26,Ζ½²γ,ΌςΧ°
340,26390,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,128.84,Ζ½²γ,ΌςΧ°
335,37489,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,89.36,Έ΄Κ½,Ύ«Χ°
