ΧάΌΫΈρ,µ¥ΌΫ,µΨ¶Ξ,·ΏΞέ»§ΠΝ,ΛωΤΪΒ¥²γ,½¨ΦώΓζ»ύ,»§ΠΝ½αΉΉ,Χ°ΠήΗιΏφ
780,24623,"['»³Θα', '»³Θα']",4Κ1Μό1³ψ4Ξΐ,µΧ²γ ,316.78,Έ΄Κ½,Γ«Εχ
1000,23457,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ3Ξΐ,µΧ²γ ,426.33,Έ΄Κ½,Γ«Εχ
555,30903,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,¶¥²γ ,179.6,Έ΄Κ½,ΖδΛϋ
380,28155,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,134.97,Ζ½²γ,Ύ«Χ°
500,31045,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,161.06,Έ΄Κ½,Ύ«Χ°
277,25068,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,110.5,Ζ½²γ,ΌςΧ°
348,29701,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,117.17,Έ΄Κ½,ΖδΛϋ
1950,72443,"['»³Θα', '»³Θα']",6Κ3Μό1³ψ4Ξΐ,µΧ²γ ,269.18,Έ΄Κ½,Ύ«Χ°
459,27061,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,169.62,Έ΄Κ½,Ύ«Χ°
820,28343,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,289.32,Έ΄Κ½,Ύ«Χ°
1010,29195,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,345.96,Έ΄Κ½,Γ«Εχ
440,26858,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΧ²γ ,163.83,Ζ½²γ,ΖδΛϋ
1060,35816,"['»³Θα', '»³Θα']",5Κ3Μό1³ψ3Ξΐ,µΧ²γ ,295.96,Έ΄Κ½,ΖδΛϋ
239,21499,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,111.17,Ζ½²γ,ΌςΧ°
880,51635,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ3Ξΐ,µΧ²γ ,170.43,Έ΄Κ½,ΖδΛϋ
1380,51267,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ3Ξΐ,µΧ²γ ,269.18,Έ΄Κ½,ΖδΛϋ
350,29745,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΧ²γ ,117.67,Ζ½²γ,ΖδΛϋ
1150,58966,"['»³Θα', '»³Θα']",5Κ2Μό1³ψ2Ξΐ,µΧ²γ ,195.03,Έ΄Κ½,ΖδΛϋ
460,34224,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,134.41,Ζ½²γ,ΖδΛϋ
135,27428,"['»³Θα', '»³Θα']",1Κ1Μό1³ψ1Ξΐ,¶¥²γ ,49.22,Ζ½²γ,ΖδΛϋ
198,32891,"['»³Θα', '»³Θα']",1Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,60.2,Ζ½²γ,ΖδΛϋ
195,22891,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,85.19,Ζ½²γ,ΌςΧ°
260,25207,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,103.15,Ζ½²γ,ΌςΧ°
188,23176,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,81.12,Ζ½²γ,ΌςΧ°
200,25189,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,79.4,Ζ½²γ,ΖδΛϋ
269,26954,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,99.8,Ζ½²γ,ΖδΛϋ
205,26978,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,75.99,Ζ½²γ,ΖδΛϋ
176,23306,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,75.52,Ζ½²γ,ΌςΧ°
255,23967,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,106.4,Ζ½²γ,ΌςΧ°
275,31368,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,87.67,Ζ½²γ,ΌςΧ°
170,21079,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,80.65,Ζ½²γ,ΖδΛϋ
178,25779,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,69.05,Ζ½²γ,ΖδΛϋ
278,26504,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,104.89,Ζ½²γ,ΌςΧ°
240,30782,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,77.97,Ζ½²γ,ΌςΧ°
188,32611,"['»³Θα', '»³Θα']",2Κ1Μό0³ψ0Ξΐ,µΧ²γ ,57.65,Ζ½²γ,ΖδΛϋ
188,22196,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,84.7,Ζ½²γ,Ύ«Χ°
205,23167,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,88.49,Ζ½²γ,ΌςΧ°
80,14368,"['»³Θα', '»³ΘαΖδΛό']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,55.68,Ζ½²γ,Ύ«Χ°
275,30377,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,90.53,Ζ½²γ,Γ«Εχ
193,21794,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,88.56,Ζ½²γ,ΖδΛϋ
248,28895,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,85.83,Ζ½²γ,ΌςΧ°
154,21283,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,72.36,Ζ½²γ,ΖδΛϋ
163,28906,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,56.39,Ζ½²γ,ΖδΛϋ
229,25567,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,89.57,Ζ½²γ,ΌςΧ°
220,26144,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,84.15,Ζ½²γ,ΌςΧ°
268,29036,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,92.3,Ζ½²γ,ΖδΛϋ
230,24347,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,94.47,Ζ½²γ,ΖδΛϋ
205,21046,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,97.41,Ζ½²γ,ΖδΛϋ
140,22516,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,62.18,Ζ½²γ,ΌςΧ°
152,26399,"['»³Θα', '»³Θα']",1Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,57.58,Ζ½²γ,ΖδΛϋ
265,32556,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,81.4,Ζ½²γ,ΖδΛϋ
195,32328,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,60.32,Ζ½²γ,ΖδΛϋ
199,20939,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,95.04,Ζ½²γ,ΌςΧ°
230,22385,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,102.75,Ζ½²γ,ΖδΛϋ
170,26993,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,62.98,Ζ½²γ,ΖδΛϋ
218,29540,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,73.8,Ζ½²γ,ΖδΛϋ
290,26082,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,¶¥²γ ,111.19,Ζ½²γ,ΌςΧ°
258,28509,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,90.5,Ζ½²γ,ΌςΧ°
228,21667,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,105.23,Ζ½²γ,ΌςΧ°
270,30430,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,88.73,Ζ½²γ,ΌςΧ°
235,26684,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,88.07,Ζ½²γ,ΖδΛϋ
260,29152,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,89.19,Ζ½²γ,ΌςΧ°
310,37175,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,83.39,Ζ½²γ,ΌςΧ°
140,18112,"['»³Θα', '»³ΘαΖδΛό']",3Κ1Μό1³ψ1Ξΐ,µΧ²γ ,77.3,Ζ½²γ,Ύ«Χ°
190,28359,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,67.0,Ζ½²γ,ΌςΧ°
205,25565,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,80.19,Ζ½²γ,ΖδΛϋ
160,19482,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,82.13,Ζ½²γ,ΖδΛϋ
140,25221,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,55.51,Ζ½²γ,ΖδΛϋ
165,23800,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,69.33,Ζ½²γ,Ύ«Χ°
198,27146,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,72.94,Ζ½²γ,Ύ«Χ°
239,28531,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,83.77,Ζ½²γ,ΌςΧ°
189,22155,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,85.31,Ζ½²γ,ΌςΧ°
210,22518,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,93.26,Ζ½²γ,ΌςΧ°
236,26337,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,89.61,Ζ½²γ,ΖδΛϋ
218,24542,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,88.83,Έ΄Κ½,Ύ«Χ°
213,24622,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,86.51,Ζ½²γ,Ύ«Χ°
245,28204,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,86.87,Ζ½²γ,ΖδΛϋ
149,20552,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,72.5,Ζ½²γ,ΌςΧ°
206,22933,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,89.83,Ζ½²γ,ΖδΛϋ
300,33644,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,89.17,Έ΄Κ½,Ύ«Χ°
320,26968,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,118.66,Ζ½²γ,ΖδΛϋ
380,36490,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,µΧ²γ ,104.14,Ζ½²γ,Ύ«Χ°
189,31464,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,60.07,Ζ½²γ,ΌςΧ°
185,24295,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,76.15,Έ΄Κ½,ΖδΛϋ
215,16128,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΈίΒ¥²γ ,133.31,Ζ½²γ,ΌςΧ°
246,33552,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,73.32,Ζ½²γ,ΌςΧ°
185,23943,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,77.27,Ζ½²γ,ΌςΧ°
190,31011,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,61.27,Ζ½²γ,ΖδΛϋ
363,43567,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,83.32,Ζ½²γ,ΖδΛϋ
363,40040,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,90.66,Ζ½²γ,ΖδΛϋ
155,24988,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,62.03,Ζ½²γ,ΖδΛϋ
336,27375,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,122.74,Ζ½²γ,ΌςΧ°
530,37025,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,143.15,Ζ½²γ,ΖδΛϋ
259,28347,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΝΒ¥²γ ,91.37,Ζ½²γ,ΌςΧ°
180,23404,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,76.91,Ζ½²γ,ΌςΧ°
198,27120,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,73.01,Ζ½²γ,Ύ«Χ°
215,29328,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,73.31,Ζ½²γ,ΌςΧ°
130,19567,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,66.44,Έ΄Κ½,ΌςΧ°
160,22069,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,72.5,Ζ½²γ,Ύ«Χ°
188,29500,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,63.73,Ζ½²γ,ΌςΧ°
199,19343,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,¶¥²γ ,102.88,Ζ½²γ,ΖδΛϋ
190,31056,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,61.18,Ζ½²γ,ΖδΛϋ
435,34974,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,124.38,Ζ½²γ,ΖδΛϋ
178,25906,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,68.71,Ζ½²γ,Ύ«Χ°
245,23810,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,µΝΒ¥²γ ,102.9,Ζ½²γ,ΌςΧ°
148,29089,"['»³Θα', '»³Θα']",1Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,50.88,Ζ½²γ,Ύ«Χ°
135,20353,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,66.33,Ζ½²γ,ΌςΧ°
209,22615,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,µΝΒ¥²γ ,92.42,Ζ½²γ,ΌςΧ°
295,30897,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,95.48,Ζ½²γ,ΌςΧ°
145,25091,"['»³Θα', '»³Θα']",1Κ1Μό1³ψ1Ξΐ,µΧ²γ ,57.79,Ζ½²γ,ΖδΛϋ
215,29717,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,72.35,Ζ½²γ,ΌςΧ°
385,32906,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,117.0,Ζ½²γ,ΌςΧ°
230,27194,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,84.58,Ζ½²γ,Ύ«Χ°
251,33210,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,75.58,Ζ½²γ,ΖδΛϋ
165,29349,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,56.22,Ζ½²γ,ΖδΛϋ
235,24698,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,¶¥²γ ,95.15,Ζ½²γ,Ύ«Χ°
240,26267,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,91.37,Ζ½²γ,ΌςΧ°
210,21780,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,96.42,Ζ½²γ,ΖδΛϋ
310,34989,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,88.6,Ζ½²γ,Ύ«Χ°
146,25615,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,57.0,Ζ½²γ,ΖδΛϋ
160,19482,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,82.13,Ζ½²γ,ΌςΧ°
325,27726,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,117.22,Ζ½²γ,ΌςΧ°
275,23675,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,116.16,Ζ½²γ,ΖδΛϋ
205,26128,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,78.46,Ζ½²γ,ΌςΧ°
245,27156,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,¶¥²γ ,90.22,Ζ½²γ,ΖδΛϋ
215,27505,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,78.17,Ζ½²γ,Γ«Εχ
225,24430,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,92.1,Ζ½²γ,ΖδΛϋ
175,26726,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,65.48,Ζ½²γ,ΌςΧ°
260,25568,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,¶¥²γ ,101.69,Ζ½²γ,Ύ«Χ°
300,27450,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,109.29,Ζ½²γ,ΌςΧ°
280,26218,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ2Ξΐ,µΧ²γ ,106.8,Ζ½²γ,Ύ«Χ°
188,25656,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,73.28,Ζ½²γ,ΖδΛϋ
265,24259,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,109.24,Ζ½²γ,Ύ«Χ°
258,36282,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΧ²γ ,71.11,Ζ½²γ,ΌςΧ°
223,22875,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,¶¥²γ ,97.49,Έ΄Κ½,Ύ«Χ°
259,29276,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,88.47,Ζ½²γ,ΖδΛϋ
195,27531,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,70.83,Ζ½²γ,ΖδΛϋ
269,29893,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,89.99,Ζ½²γ,ΖδΛϋ
356,35388,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,100.6,Ζ½²γ,ΖδΛϋ
498,37506,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,132.78,Ζ½²γ,ΖδΛϋ
184,22815,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,80.65,Ζ½²γ,ΖδΛϋ
465,38903,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,119.53,Έ΄Κ½,ΖδΛϋ
180,18940,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,95.04,Ζ½²γ,ΖδΛϋ
399,26618,"['»³Θα', '»³Θα']",4Κ2Μό1³ψ2Ξΐ,¶¥²γ ,149.9,Ζ½²γ,ΌςΧ°
395,36014,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ2Ξΐ,µΝΒ¥²γ ,109.68,Ζ½²γ,ΖδΛϋ
139,24028,"['»³Θα', '»³Θα']",1Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,57.85,Ζ½²γ,ΌςΧ°
520,36142,"['»³Θα', '»³Θα']",4Κ1Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,143.88,Ζ½²γ,Γ«Εχ
268,30965,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,86.55,Ζ½²γ,Ύ«Χ°
245,28469,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,¶¥²γ ,86.06,Ζ½²γ,ΌςΧ°
310,26672,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,µΧ²γ ,116.23,Ζ½²γ,Ύ«Χ°
500,26191,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ2Ξΐ,ΦΠΒ¥²γ ,190.91,Ζ½²γ,Ύ«Χ°
255,31895,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,79.95,Ζ½²γ,ΌςΧ°
260,26999,"['»³Θα', '»³Θα']",2Κ2Μό1³ψ1Ξΐ,¶¥²γ ,96.3,Ζ½²γ,ΌςΧ°
168,29667,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,56.63,Ζ½²γ,ΌςΧ°
270,28425,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,94.99,Ζ½²γ,Ύ«Χ°
310,34848,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,88.96,Ζ½²γ,ΌςΧ°
154,22955,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,67.09,Ζ½²γ,ΌςΧ°
270,30675,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,88.02,Ζ½²γ,ΌςΧ°
160,28259,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,56.62,Ζ½²γ,Ύ«Χ°
240,29829,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,80.46,Ζ½²γ,Ύ«Χ°
190,20190,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,µΧ²γ ,94.11,Ζ½²γ,ΌςΧ°
209,26054,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,ΈίΒ¥²γ ,80.22,Ζ½²γ,ΌςΧ°
270,32301,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,83.59,Ζ½²γ,ΌςΧ°
220,29318,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,75.04,Ζ½²γ,ΌςΧ°
217,29484,"['»³Θα', '»³Θα']",3Κ1Μό1³ψ1Ξΐ,µΝΒ¥²γ ,73.6,Ζ½²γ,ΌςΧ°
295,29883,"['»³Θα', '»³Θα']",3Κ2Μό1³ψ1Ξΐ,ΦΠΒ¥²γ ,98.72,Ζ½²γ,Ύ«Χ°
170,29463,"['»³Θα', '»³Θα']",2Κ1Μό1³ψ1Ξΐ,¶¥²γ ,57.7,Ζ½²γ,ΌςΧ°
